sample	h.001B	h.002B	h.004B	h.006B	h.009B	h.010B	h.015B	h.020B	v.003A	v.006A	v.008A	v.009A	v.010A	v.012B	v.013B	v.014B	v.018B	v.017B	v.012A	v.013A	v.a4_1	v.a5_1	v.a5_12	v.a6_1	v.a6_4	v.a6_6	v.a6_10	v.a7_1	v.a8_3	v.a8_6	v.a13_19	v.a13_22	v.a15_6	v.a17_4	h.b4_1	h.b5_12	h.b6_4	h.b6_10	h.b8_3	h.b8_6	h.b13_19	h.b13_22
V1237948	0	0	0	0	0	0	0	0	2219	4	203	38	298	87	0	83	167	145	15	263	44	163	13	14	109	7	201	43	0	16	10	39	456	281	0	3	0	0	0	0	0	0
V1237950	3	0	0	0	0	0	0	0	176	0	83	3	95	76	0	28	229	307	12	0	17	284	2	5	62	0	191	14	0	4	4	172	88	0	0	0	0	0	0	0	0	0
V1237954	0	2	0	0	0	0	0	2	95	80	273	114	55	5	250	134	98	143	65	48	722	6	3	44	126	42	39	78	59	0	72	53	23	100	0	0	0	0	0	0	0	0
V1237964	0	2	0	2	0	0	2	0	173	109	282	163	98	0	479	182	199	502	88	141	1510	34	3	33	387	135	85	66	36	0	113	195	12	104	0	0	0	0	0	0	0	0
V1238011	1	0	107	775	1	1	1	4	1	1	1	1	33	1	1	1	0	0	6	1	0	0	0	857	1431	776	0	0	0	58	0	1387	0	570	0	0	0	340	0	0	0	0
V1238012	7	5	7	9	3	4	8	4	1914	199	2411	1614	773	7	2613	2137	1239	2480	855	1645	6594	440	68	773	4128	2663	1379	2986	1641	3	667	679	809	2633	0	0	0	0	0	0	0	0
V1238013	4	17	0	0	4	0	12	4	1967	0	245	95	881	1013	0	21	2382	2494	109	145	327	760	35	221	486	0	797	1423	29	64	0	1536	2171	1276	0	7	0	0	2	0	0	3
V1238020	0	0	0	0	0	0	0	0	138	34	199	119	44	0	179	178	132	203	80	56	359	3	2	27	134	96	51	51	55	0	61	50	52	75	0	0	0	0	0	0	0	0
V1238024	3	3	2	4	1	1	3	2	550	211	1141	409	157	0	1296	726	456	1158	228	294	3356	187	25	113	1141	723	373	368	366	0	305	540	191	359	0	0	0	0	0	0	0	0
V1238067	1	1	1	1	1	1	11	1	1	539	1	174	6285	1	1	1	1	1	2799	1	0	0	0	860	1848	1514	0	0	0	0	0	4919	0	1083	0	0	0	0	4	0	0	4
V1238086	0	5	0	0	0	0	0	0	719	3	348	64	319	363	0	11	678	618	9	47	42	296	10	18	58	0	159	309	0	15	15	104	647	188	0	3	0	0	0	0	0	0
V1238100	6	30	5	3	4	0	7	4	3404	14	1017	176	913	2098	2	542	3338	4094	105	272	261	1513	132	372	317	506	1344	913	46	502	13	594	2685	4139	0	7	0	0	2	0	0	0
V1238102	0	0	0	0	0	0	0	0	971	0	144	0	150	233	0	6	520	443	24	115	28	124	8	5	67	0	78	153	0	6	0	78	153	105	0	5	0	0	0	0	0	0
V1238121	0	0	0	0	0	0	0	0	1021	0	89	4	337	337	0	0	374	373	4	13	41	150	9	10	27	0	171	94	0	16	0	42	286	79	0	4	0	0	0	0	0	0
V1238134	0	0	3	0	0	0	0	3	0	0	483	12	0	3	0	24	7	2	7	14	0	4	0	50	0	154	0	0	6	37	161	3	9	5	0	0	0	0	0	0	0	0
V1238148	0	0	0	0	0	0	0	0	139	35	180	91	51	0	249	115	116	266	59	70	555	14	1	22	83	92	38	56	59	0	50	75	26	105	0	0	0	0	0	0	0	0
V1238151	5	25	0	0	3	0	0	0	3308	9	240	16	707	1209	2	56	1756	1994	80	181	190	806	46	60	331	17	576	854	0	71	3	1091	2407	661	0	4	0	3	0	0	0	0
V1238155	15	6	7	6	4	6	6	5	154	28	247	105	45	3	333	173	120	250	63	79	537	33	9	160	436	149	178	121	194	0	189	188	151	126	0	0	0	0	0	0	0	0
V1238156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
V1238174	111	42	48	52	41	51	154	46	2112	2475	5807	1823	415	14	15474	3332	2783	5815	678	1097	49174	3052	818	1992	7049	4623	2868	2824	3070	0	4503	8084	1965	2850	13	0	0	0	0	11	0	0
V1238191	0	7	0	0	0	0	0	0	13	18	30	833	835	3	0	24	9	2	288	9	0	0	6	81	207	90	0	0	6	3	0	255	3	74	3	2	0	0	0	0	3	0
V1238208	0	0	0	0	0	0	0	0	579	0	45	0	23	68	0	0	39	132	14	17	29	117	5	4	6	0	37	38	0	4	0	10	150	9	0	3	0	0	0	0	0	0
V1238226	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	283	0	0	0	180	1	1	0	0	2389	0	1	1	0	1	14	1	1	1	0	0	0	0	0	0	0	0
V1238384	0	10	0	0	0	0	0	0	424	0	50	7	198	203	0	0	372	295	34	84	55	278	12	8	85	0	88	168	0	7	0	23	377	135	0	2	0	0	0	0	0	0
V1238385	0	0	0	0	0	0	0	0	25	24	58	30	16	0	122	49	47	166	17	47	106	7	4	4	84	56	5	74	25	0	18	117	0	39	0	0	0	0	0	0	0	0
V1238394	0	11	0	3	0	0	0	0	10	0	0	1	0	105	0	1252	11	0	0	2	0	9	7	0	0	0	0	0	344	0	0	0	0	0	0	0	3	0	16	0	4	0
V1238531	0	0	0	0	0	0	0	0	0	40	15	85	21	64	123	39	14	0	0	0	9	83	69	20	3	49	43	35	92	1	53	1	3	10	0	3	0	0	0	0	0	0
V1238548	0	5	0	0	0	0	0	0	1119	0	60	10	133	195	0	0	280	412	10	28	43	255	8	17	9	0	232	504	2	19	0	15	366	27	0	2	0	0	0	0	0	0
V1238560	3	9	0	3	0	0	3	5	5169	6	408	72	618	611	0	125	1129	1045	248	1004	226	1838	63	112	67	171	893	335	7	77	3	162	2633	234	0	7	0	0	2	0	0	0
V1238578	0	0	0	0	0	0	0	0	96	37	144	105	35	0	160	114	93	114	65	32	361	13	2	18	66	76	40	33	71	0	14	54	2	74	0	0	0	0	0	0	0	0
V1238604	2	0	0	0	2	0	0	0	0	61	5	49	4455	0	1	1	0	0	387	0	0	0	0	12	2117	28	0	0	0	0	0	4073	0	16	0	0	0	0	0	0	0	0
V1238645	0	0	0	4	0	0	3	0	0	563	68	988	7185	0	0	0	0	0	2429	0	2	0	0	380	6179	106	0	0	1	1	0	2459	0	287	0	0	0	0	0	2	0	3
V1238678	2	3	3	0	0	3	2	0	1072	219	1253	841	337	4	1084	942	814	1305	596	324	238	30	49	613	331	483	1228	709	1067	0	579	242	713	679	0	0	0	0	0	0	0	3
V1238732	2	4	1	4	2	0	2	2	0	97	11	238	2027	0	0	0	1	0	848	0	0	0	0	639	1167	852	12	0	0	0	0	1570	0	651	0	0	0	0	0	0	0	0
V1238793	0	0	0	0	0	0	0	0	71	32	159	70	35	0	98	122	63	47	38	64	369	26	3	0	100	16	26	12	32	0	24	40	20	12	0	0	0	0	0	0	0	0
V1238794	0	0	0	0	0	0	0	0	30	8	172	31	8	0	164	102	51	127	19	37	289	12	0	4	158	52	12	14	12	0	27	38	8	67	0	0	0	0	0	0	0	0
V1238840	1	1	8	311	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	19	0	393	0	0	0	0
V1238857	0	3	3	0	0	0	0	0	0	0	0	163	215	883	0	4	1325	1605	0	0	0	0	3	0	197	3	4	823	0	21	11	231	2	913	0	2	0	0	0	0	0	0
V1238874	0	6	0	4	0	0	0	0	0	1	0	1	383	441	0	1	748	3554	1	1	0	0	0	65	295	350	0	1611	0	0	0	1769	7	1643	0	0	0	0	0	0	0	0
V1238876	0	105	119	61	11	0	0	0	16	0	13	12	0	9	0	14	4	5	31	9	0	0	0	0	0	5	0	0	5	22	5	0	15	0	159	96	98	28	7	0	636	59
V1238880	0	9	0	0	0	0	4	0	47	7	131	115	442	516	0	336	732	1235	21	30	7	59	6	19	360	13	26	786	2	37	41	1606	65	805	0	2	0	0	0	0	0	0
V1238881	0	0	0	0	0	0	0	0	0	0	0	9	0	50	0	219	560	979	8	0	0	0	4	3	18	180	5	102	0	13	30	12	0	42	0	5	0	0	0	0	0	0
V1238882	3	10	4	3	3	2	8	4	2	3	5	2	227	274	1	4	3516	6866	2	1	84	37	0	36	1954	0	37	2074	12	86	0	6121	74	2037	0	0	0	0	0	0	0	0
V1238883	3	8	4	3	0	3	5	5	106	8	87	2	2481	870	0	3	4666	1593	0	0	0	0	20	3	366	13	107	1211	3	679	217	6523	24	375	0	5	0	0	3	0	0	4
V1238893	0	3	0	0	0	0	0	0	11	3	3	3	61	149	0	0	462	186	0	5	7	7	0	0	56	2	6	111	0	5	106	776	8	88	0	0	0	0	0	0	0	0
V1238895	8	9	11	8	15	2	21	13	137	2	31	3	396	1316	2	2	479	1573	12	5	133	325	230	41	146	130	1060	246	0	393	585	157	190	212	0	25	0	0	0	0	0	0
V1238896	0	352	3	6	1	1	1	0	895	2	70	229	1	3	1	82	14	125	93	25	0	74	0	10	0	37	32	0	250	328	0	0	105	0	0	17	16	21	0	13	21	6
V1238902	5	8	0	5	0	0	0	27	0	5	142	15	17	1413	3	52	67	1741	14	8	118	437	99	49	13	91	775	39	0	419	375	12	89	10	0	18	0	0	0	0	2	0
V1238903	4	2	3	2	3	3	21	2	1	1	36	2	17	147	1	274	1391	2455	3	5	0	9	0	127	392	14	0	1057	52	13	31	609	9	1487	0	0	0	0	0	0	0	0
V1238915	0	1	132	0	3	0	0	0	1602	2	597	9	3	127	0	113	0	0	80	238	0	234	19	0	0	8	30	0	288	0	30	0	0	0	0	670	16	0	82	0	895	80
V1238925	0	8	0	0	0	0	0	0	0	0	45	0	30	423	0	15	20	874	0	0	9	33	32	2	2	11	196	5	0	122	249	2	13	0	0	8	0	0	0	0	0	0
V1238953	6	0	0	0	0	0	0	0	2958	12	125	81	0	9	0	0	9	45	11	0	3	2	225	12	0	34	72	47	0	12	0	0	218	0	0	17	0	0	1	0	0	0
V1238967	0	0	0	0	0	2	0	0	50	28	60	64	26	2	96	89	50	134	61	22	111	0	12	17	32	79	59	91	24	0	4	61	7	35	0	0	0	0	0	0	0	0
V1238970	0	16	3	21	0	0	0	0	12	0	55	3	0	11	0	974	0	5	37	73	8	0	0	0	0	9	0	0	156	8	0	0	0	0	16	4	7	5	8	0	34	0
V1238976	1	4	0	15	0	0	2	0	74	1	42	351	1	26	0	23	35	61	154	968	0	0	42	0	0	0	17	0	207	0	0	0	98	0	0	0	15	8	0	0	11	0
V1239069	16	27	6	6	0	10	10	124	4	23	843	43	103	6267	0	153	1011	8530	104	23	96	3639	726	134	27	547	2222	172	8	3141	2755	32	605	68	1	65	0	0	2	0	2	3
V1239104	0	1	0	0	0	0	2	0	8	88	11	36	7	0	491	154	22	50	42	221	76	21	10	150	1458	10	7	0	7	0	0	45	0	136	0	0	0	0	0	0	0	0
V1239122	0	7	0	0	0	0	0	11	0	0	102	4	9	430	0	25	19	1071	7	0	25	148	67	24	6	53	238	0	0	231	546	4	73	0	0	5	0	0	0	0	0	0
V1239131	0	0	0	0	0	0	0	11	66	0	108	15	126	710	0	30	372	1409	21	24	87	382	52	26	13	31	445	33	0	212	288	24	76	25	0	8	0	0	0	0	0	0
V1239235	0	1	34	1	1	0	1	0	236	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	721	0	0	0	0	0	0
V1239238	0	0	0	0	0	0	0	0	0	218	102	518	173	194	719	73	68	208	10	104	88	153	355	148	30	164	348	192	580	73	283	60	18	88	0	5	0	0	0	0	0	0
V1239401	0	0	0	0	0	0	0	0	93	19	134	75	29	0	125	97	72	149	49	39	254	2	2	17	135	57	43	27	44	0	19	27	13	55	0	0	0	0	0	0	0	0
V1239461	0	0	0	0	0	0	0	0	51	31	101	60	18	0	128	71	72	137	42	28	305	4	2	22	69	32	30	19	35	0	41	18	3	48	0	0	0	0	0	0	0	0
V1239491	0	0	0	0	0	0	0	0	35	27	79	24	15	0	180	33	26	53	17	34	444	11	0	0	48	11	0	15	19	0	15	15	7	7	0	0	0	0	0	0	0	0
V1239492	0	0	0	0	0	0	0	0	333	94	28	83	415	0	217	30	12	395	9	92	745	76	18	10	215	22	12	0	12	0	33	322	51	6	0	0	0	0	0	0	0	0
V1239549	0	2	0	0	0	0	2	2	157	118	356	141	74	0	442	278	247	518	95	108	1736	26	4	20	155	144	77	134	44	0	122	97	22	75	0	0	0	0	0	0	0	0
V1239552	0	2	2	0	0	0	0	0	155	89	248	142	52	0	281	234	170	330	121	87	685	24	2	71	197	146	50	114	63	0	30	92	26	139	0	0	0	0	0	0	0	0
V1239558	0	64	93	0	0	0	0	0	0	0	0	11	0	5	0	19	10	0	0	0	0	3	0	0	0	0	0	0	12	0	0	0	0	0	6	1	124	0	2	0	1	18
V1239561	0	0	0	0	0	0	0	0	418	0	13	26	23	39	0	0	65	51	0	0	6	214	5	8	13	0	83	27	0	1	1	5	72	10	0	0	0	0	0	0	0	0
V1239564	0	7	7	0	0	5	7	0	6555	31	806	613	258	746	4	94	253	461	207	27	242	2120	59	86	128	190	510	420	0	107	45	91	2282	251	0	9	0	0	2	0	2	2
V1239565	0	19	0	0	0	0	0	0	720	11	63	17	74	0	0	34	120	164	0	0	24	229	3	4	33	0	80	27	1	4	0	35	216	11	0	5	0	0	0	0	0	1
V1239567	0	18	5	8	0	0	0	5	2239	21	593	65	619	1052	0	34	1795	2828	110	316	250	1080	116	69	250	42	498	624	5	211	186	465	1262	385	0	13	0	0	0	0	0	2
V1239568	0	0	0	0	0	0	0	0	814	0	580	5	23	19	0	9	50	45	9	7	41	324	7	11	0	2	98	5	0	10	18	3	138	2	0	2	0	0	0	0	0	0
V1239569	0	0	0	0	0	0	0	0	475	0	793	32	31	37	0	403	119	56	27	38	25	395	2	5	11	3	41	47	1	7	50	88	623	32	0	0	0	0	0	0	0	0
V1239571	0	48	4	0	0	4	0	0	1842	58	336	667	658	855	0	397	2601	2053	300	369	199	1319	44	289	423	672	597	18	28	111	79	994	2390	1067	0	7	0	0	2	0	0	0
V1239575	0	0	0	0	0	0	0	0	723	0	151	0	118	13	0	0	60	9	21	123	74	138	5	4	0	0	60	10	0	4	4	29	151	0	0	2	0	0	0	0	0	0
V1239576	4	12	0	0	0	0	4	0	2764	3	306	10	456	474	0	5	898	688	28	170	157	817	37	18	105	0	410	290	0	27	8	322	797	216	0	10	0	0	0	0	0	2
V1239579	0	0	0	0	0	0	0	0	638	0	109	0	0	0	0	0	0	18	0	10	1	22	5	0	0	2	3	0	1	0	1	0	229	0	0	2	0	0	0	0	0	0
V1239583	0	4	0	0	0	0	0	0	571	0	77	30	48	118	0	0	221	229	19	0	38	170	5	8	2	0	133	199	0	2	2	8	190	5	0	2	0	0	0	0	0	0
V1239585	2	17	0	4	0	0	5	3	6859	2	2113	9	2	0	3	4	23	300	0	2	392	837	36	23	123	0	1369	0	0	23	144	0	1982	270	0	13	0	0	2	0	0	0
V1239586	0	0	0	0	0	0	0	0	758	0	321	0	59	29	0	0	66	36	20	10	18	186	3	3	5	0	30	2	0	2	8	4	332	13	0	2	0	0	0	0	0	0
V1239587	5	6	0	0	0	0	5	0	2667	7	821	10	340	278	0	7	549	633	34	71	126	689	25	39	60	0	497	294	0	25	40	254	1373	186	0	8	0	0	0	0	2	0
V1239589	0	0	0	0	0	0	4	0	1188	0	412	85	351	25	0	67	121	736	23	44	127	134	4	6	6	2	188	1	2	74	36	74	895	20	0	4	0	0	2	0	0	2
V1239590	5	15	5	0	0	9	5	0	2309	6	405	59	649	718	3	7	1462	1827	32	87	262	1013	49	51	331	6	724	728	8	62	129	488	1510	652	0	9	0	0	0	0	0	0
V1239593	0	0	0	0	0	0	0	0	1079	0	625	0	190	211	0	0	298	336	34	124	48	298	4	7	27	0	166	40	0	9	16	37	344	46	0	4	0	0	0	0	0	0
V1239594	7	4	4	0	0	0	3	0	259	2	1032	527	85	267	2	295	332	467	143	27	69	711	20	39	76	38	227	209	4	47	37	78	621	29	0	5	0	0	0	0	0	0
V1239595	6	0	0	0	0	0	0	0	4460	0	451	3	463	363	0	0	1053	1407	16	97	162	698	35	39	108	0	461	301	0	34	0	198	782	211	0	6	0	0	0	0	0	0
V1239597	37	109	12	8	16	8	17	12	4064	18	2098	206	5424	6753	4	2651	13271	26615	501	1404	2813	3310	290	1718	3238	234	5692	14550	96	623	114	5030	6172	7726	0	15	0	3	6	0	0	9
V1239598	0	6	0	0	0	0	0	0	3792	0	251	113	14	0	0	9	842	36	26	29	91	470	14	38	2	2	273	2	1	18	3	111	1167	3	0	6	0	0	0	0	0	0
V1239603	5	518	602	533	19	4	4	2	436	7	669	311	2	256	4	491	25	104	323	273	7	43	62	18	9	64	51	0	440	184	25	4	119	0	88	520	390	255	48	0	1299	141
V1239604	8	15	0	0	0	0	8	0	5229	3	318	32	693	290	0	70	1487	1459	61	249	340	1301	59	79	93	66	688	189	0	92	0	330	2862	217	0	13	0	0	0	2	0	2
V1239608	6	0	8	4	4	0	7	0	2088	8	440	15	1521	535	0	18	1740	3643	147	570	813	1108	33	46	283	0	501	832	1	33	28	935	1247	635	2	8	0	0	2	0	0	2
V1239610	0	0	0	0	0	0	0	0	1055	0	142	0	64	46	0	0	119	33	0	9	23	170	6	4	1	0	93	3	0	3	0	2	233	2	0	3	0	0	0	0	0	0
V1239613	0	10	0	0	0	3	3	3	2038	0	1402	53	290	576	0	144	622	986	56	101	120	1076	20	31	115	31	533	551	3	24	33	169	1148	556	0	6	0	0	0	0	0	0
V1239617	0	0	0	0	0	0	0	0	1287	0	189	22	44	23	0	0	100	0	12	0	14	140	3	7	3	0	79	9	0	4	0	6	272	10	0	5	0	0	0	0	0	0
V1239622	0	0	0	0	0	0	6	0	2120	0	334	9	129	182	0	60	108	65	6	8	101	957	24	31	10	8	299	37	0	38	0	19	776	4	0	6	0	0	0	0	0	0
V1239624	1	0	1	1	0	0	1	1	1	0	4647	1	1	0	0	1	0	1	1	0	0	0	0	0	0	51	0	0	0	0	2846	0	0	0	0	0	0	0	0	0	0	0
V1239627	0	5	0	0	0	4	0	0	1912	0	1828	25	53	96	0	12	188	140	3	18	75	420	14	20	10	0	368	70	0	14	16	16	880	58	0	5	0	0	0	0	0	0
V1239629	4	15	0	0	0	0	0	0	3562	0	2856	40	754	883	7	94	2097	2424	35	92	254	713	38	39	168	0	692	581	2	34	73	433	1449	368	0	10	0	0	2	0	0	2
V1239630	0	0	0	0	0	0	0	0	613	0	83	13	113	62	0	13	45	236	0	0	12	69	2	2	3	0	88	110	0	3	1	25	182	6	0	2	0	0	0	0	0	0
V1239632	5	14	0	0	0	0	0	0	830	3	4	4	452	681	0	2	1168	1406	24	7	132	376	27	23	317	0	281	701	0	38	0	342	297	480	0	5	0	0	0	0	0	0
V1239639	0	0	0	0	0	0	0	0	4	0	844	6	0	7	0	4	140	330	4	4	33	127	5	9	8	4	123	11	0	0	0	0	158	0	0	2	0	0	0	0	0	0
V1239640	3	0	0	3	4	0	6	0	8219	2	122	4	1	2	0	1	2	2	4	16	246	635	83	49	0	0	914	0	5	173	15	5	1411	0	0	17	0	0	0	0	0	0
V1239642	0	7	0	0	0	0	6	0	2303	0	319	15	537	509	0	0	1097	1543	68	208	92	383	18	14	127	0	308	494	2	18	0	354	1433	539	0	9	0	0	0	0	0	2
V1239643	0	0	0	0	0	0	3	0	920	8	1979	19	244	171	0	0	581	854	12	0	82	354	7	8	15	0	241	311	0	8	321	76	551	304	0	6	0	0	0	0	0	0
V1239644	4	0	4	0	0	4	0	0	1724	3	3698	136	78	67	0	5	96	17	62	16	117	590	27	28	13	0	382	22	0	31	100	13	830	17	0	7	0	0	0	0	0	2
V1239646	18	27	5	14	7	19	33	4	21733	128	6656	863	16576	2367	2	1322	4210	3105	342	1783	1744	8764	544	1221	553	1209	5441	975	325	821	426	1092	19205	801	0	32	0	0	2	0	4	7
V1239647	3	18	0	4	3	3	6	0	4497	15	611	386	1363	725	0	10	1775	1238	210	182	480	1457	108	86	74	41	1145	458	0	142	12	176	3263	326	0	6	0	0	3	0	0	3
V1239648	0	0	0	0	0	0	0	0	866	0	79	0	19	16	0	0	52	93	0	0	10	152	2	4	1	0	67	3	0	1	0	1	195	4	0	2	0	0	0	0	0	0
V1239652	0	0	0	0	0	0	0	0	894	0	122	13	18	0	0	0	0	7	7	12	17	45	2	9	0	0	62	2	0	5	2	0	241	0	0	2	0	0	0	0	0	0
V1239654	3	0	0	0	0	0	0	0	436	6	205	20	39	34	0	32	45	55	13	20	68	39	6	18	6	24	42	29	0	33	27	28	343	20	0	0	0	0	0	0	0	0
V1239657	0	8	0	0	0	0	0	0	4511	7	305	18	431	547	0	7	954	1246	24	0	141	495	21	13	56	1	566	315	0	18	0	88	951	221	0	8	0	0	1	0	0	0
V1239658	0	0	0	0	0	0	0	0	1569	0	193	0	70	107	0	0	108	112	0	122	47	224	6	10	4	0	146	13	0	4	0	4	387	13	0	3	0	0	0	0	0	0
V1239674	0	16	0	4	0	0	0	3	330	0	88	3	403	1005	0	0	534	391	41	92	64	136	8	7	136	0	274	440	0	27	0	87	337	299	0	6	0	2	0	0	0	0
V1239675	0	0	0	2	0	2	0	0	518	0	1719	15	133	150	0	80	191	254	25	32	40	497	2	23	10	5	433	128	1	2	284	249	902	158	0	0	0	0	0	0	0	0
V1239677	0	0	0	0	0	0	0	0	1046	0	621	10	107	77	0	0	200	256	38	159	52	185	5	3	12	0	157	44	0	8	31	34	257	32	0	5	0	0	0	0	0	2
V1239682	3	3	0	0	0	0	3	0	319	4	591	14	406	322	0	0	401	491	45	183	48	201	4	9	106	0	169	315	0	6	50	169	697	344	0	2	0	0	0	0	0	0
V1239688	0	0	0	0	0	0	0	0	729	0	141	0	0	0	0	31	0	133	0	0	13	149	1	1	1	1	46	11	0	1	1	0	89	0	0	2	0	0	0	0	0	0
V1239690	1	1	1	0	0	0	0	1	0	0	3263	1	0	1	0	8	0	1	1	1	0	0	0	173	0	721	0	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0
V1239691	0	0	0	0	0	0	0	0	1139	11	462	72	409	456	0	114	1009	427	38	69	49	389	16	19	141	3	128	395	0	21	8	274	506	223	0	2	0	0	0	0	0	0
V1239693	5	25	3	0	3	0	0	0	4982	2	312	4	564	1133	1	25	2272	1351	37	150	443	1110	91	132	229	0	907	930	5	114	0	175	1319	441	0	11	0	0	0	0	2	0
V1239696	1	0	0	0	0	0	1	1	0	0	589	1	0	1	0	15	0	1	1	1	0	0	0	29	0	39	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0
V1239700	0	11	0	0	0	0	0	0	1083	0	127	13	429	1002	0	0	1037	1849	20	45	67	357	11	19	251	0	169	461	1	8	0	452	492	277	0	8	0	0	0	0	0	0
V1239702	4	0	0	0	0	0	3	0	528	0	75	0	160	42	0	0	165	238	12	0	11	134	3	6	37	0	22	129	0	2	2	5	1453	40	0	0	0	0	0	0	0	0
V1239708	13	0	0	0	0	0	0	0	16548	0	1583	114	0	0	0	0	76	70	40	0	6	414	8	2	0	0	672	1	1	3	0	1	6746	1	0	3	0	0	2	0	0	2
V1239710	0	0	0	0	0	0	0	0	3419	7	431	10	279	187	0	0	1140	1225	47	221	24	421	15	20	33	0	203	118	0	13	0	48	1011	184	0	3	0	0	2	0	0	0
V1239712	0	0	0	0	0	0	0	0	1323	0	137	0	83	51	0	0	179	198	15	36	66	32	11	9	2	0	110	7	0	9	0	3	349	4	0	5	0	0	0	0	0	0
V1239719	0	0	0	0	0	0	0	0	1754	0	193	4	48	95	0	0	78	97	30	108	54	170	11	11	8	0	111	77	0	15	2	7	310	18	0	4	0	0	0	0	0	0
V1239720	0	0	0	0	0	0	0	0	780	0	124	9	127	108	0	0	137	165	38	823	23	190	5	13	22	0	63	41	0	7	0	155	321	111	0	3	0	0	0	0	0	0
